samian_id,samian_label,samian_alt_labels,samian_lat,samian_lon,samian_earliest_year,samian_latest_year,samian_q_interval,samian_unc_start_years,samian_unc_end_years,pleiades_id,pleiades_uri,pleiades_label,pleiades_alt_labels,pleiades_lat,pleiades_lon,pleiades_earliest_year,pleiades_latest_year,pleiades_location_precision,pleiades_max_accuracy_m,distance_km,distance_eff_km,geo_score,geo_factor,string_score,string_mode,time_score,w_geo,w_str,w_time,geo_contrib,string_contrib,time_contrib,final_score,geo_rel,string_rel,time_rel,rank,confidence,samian_q_start,samian_q_end,samian_unc_interval_years
147,Lincoln,Colonia Lindum,53.233333,-0.533333,40,70,0.717,7,7,79395,https://pleiades.stoa.org/places/79395,Col. Lindum,Col. Lindum,53.2348205,-0.5384420000000001,-30.0,640.0,precise,10.0,0.37812680043102276,0.36812680043102275,0.981762022095655,0.6566351657783105,0.46883333333333327,alt-label,0.717,0.25,0.65,0.1,0.16415879144457762,0.30474166666666663,0.0717,0.5406004581112442,0.3036601042073057,0.5637095975304505,0.13263029826224387,1,medium,,,
148,Little Chester,Derventio,52.933414,-1.471779,45,70,0.5,0,0,827577267,https://pleiades.stoa.org/places/827577267,Strutt's Park Roman fort,,52.9335353,-1.4823226,43.0,410.0,precise,20.0,0.706781175918126,0.6867811759181259,0.9662438356196573,0.33818534246688003,0.15,label-label,0.5,0.25,0.65,0.1,0.08454633561672001,0.0975,0.05,0.23204633561672,0.36435109131121335,0.42017470235360477,0.21547420633518194,1,low,,,
149,London,Londinium,51.51279,-0.09184,123,155,0.323,23,28,79574,https://pleiades.stoa.org/places/79574,Londinium/Augusta,Augusta|Londinium|London|Londra,51.513335,-0.088949,-30.0,640.0,precise,10.0,0.20903645624086725,0.19903645624086724,0.9900975327150868,0.9900975327150868,0.97,label-alt,0.323,0.25,0.65,0.1,0.2475243831787717,0.6305,0.0323,0.9103243831787716,0.27190789102499774,0.6926102515219357,0.03548185745306665,1,high,,,
15,Baginton,,52.366664,-1.483333,45,74,0.625,10,9,79650,https://pleiades.stoa.org/places/79650,Radford Semele,,52.277491,-1.495429,-30.0,640.0,precise,10.0,9.949620817568883,9.939620817568883,0.6083645177586816,0.21292758121553856,0.15,label-label,0.625,0.25,0.65,0.1,0.05323189530388464,0.0975,0.0625,0.21323189530388464,0.24964321227845349,0.4572486675178174,0.2931081202037291,1,low,,,
150,London,Londinium,51.51279,-0.09184,99,129,0.118,44,47,79574,https://pleiades.stoa.org/places/79574,Londinium/Augusta,Augusta|Londinium|London|Londra,51.513335,-0.088949,-30.0,640.0,precise,10.0,0.20903645624086725,0.19903645624086724,0.9900975327150868,0.9900975327150868,0.97,label-alt,0.118,0.25,0.65,0.1,0.2475243831787717,0.6305,0.0118,0.8898243831787717,0.2781721740356517,0.7085667822988037,0.013261043665544621,1,high,,,
151,Lorch,,48.798115,9.688578,165,200,0.575,9,17,118814,https://pleiades.stoa.org/places/118814,Lorch,,48.798141,9.6896755,-30.0,300.0,precise,10.0,0.08043919348305945,0.07043919348305945,0.9964842351510447,0.9964842351510447,1.0,label-label,0.575,0.25,0.65,0.1,0.24912105878776117,0.65,0.057499999999999996,0.9566210587877612,0.2604177030175874,0.6794749018212979,0.0601073951611148,1,high,,,
152,Loudoun Hill,,55.607688,-4.213332,68,88,0.779,4,4,264399135,https://pleiades.stoa.org/places/264399135,Loudoun Hill,,55.60925,-4.21613,43.0,410.0,precise,10.0,0.24708395648147938,0.23708395648147937,0.988215786370497,0.988215786370497,1.0,label-label,0.779,0.25,0.65,0.1,0.24705394659262425,0.65,0.07790000000000001,0.9749539465926242,0.2534006323642829,0.6666981576634375,0.07990120997227967,1,high,,,
153,Loughor,,51.666671,-4.05,56,82,0.662,9,6,79561,https://pleiades.stoa.org/places/79561,‘Leucaro’,Leucaro|Loughor,51.66223257233418,-4.078313978342256,,,precise,20.0,2.0142283700790444,1.9942283700790444,0.9050985750524653,0.9050985750524653,0.97,label-alt,0.0,0.25,0.65,0.1,0.22627464376311632,0.6305,0.0,0.8567746437631163,0.26410053730030486,0.7358994626996951,0.0,1,high,,,
154,Mainhardt,,49.081095,9.556183,146,176,0.615,10,10,118829,https://pleiades.stoa.org/places/118829,Mainhardt,,49.078429799999995,9.55580365,-30.0,300.0,precise,10.0,0.2976422907354865,0.28764229073548647,0.9857208140381531,0.9857208140381531,1.0,label-label,0.615,0.25,0.65,0.1,0.2464302035095383,0.65,0.0615,0.9579302035095383,0.25725277541797914,0.678546304958979,0.06420091962304186,1,high,,,
155,Malton,,54.133335,-0.8,125,158,0.145,44,47,89166,https://pleiades.stoa.org/places/89166,Derventio,Derventio,54.1344542,-0.78916895,-30.0,640.0,precise,20.0,0.7165162448213463,0.6965162448213463,0.9657736275507864,0.3380207696427752,0.15,label-label,0.145,0.25,0.65,0.1,0.0845051924106938,0.0975,0.014499999999999999,0.1965051924106938,0.43004050617695044,0.4961700950691726,0.07378939875387694,1,low,,,
156,Manchester,,53.48095,-2.23743,81,108,0.16,34,37,79590,https://pleiades.stoa.org/places/79590,‘Mamucio’,Mamucio,53.47529334543511,-2.254277076204691,-30.0,640.0,precise,20.0,1.2800593562362401,1.26005935623624,0.9389406870857363,0.3286292404800077,0.15,label-label,0.16,0.25,0.65,0.1,0.08215731012000192,0.0975,0.016,0.19565731012000193,0.4199041174061558,0.49832025156739923,0.081775631026445,1,low,,,
157,Marköbel,,50.2167,8.9833,72,100,0.713,8,6,118834,https://pleiades.stoa.org/places/118834,Marköbel,,50.222246999999996,8.9847505,-30.0,300.0,precise,10.0,0.6253730254644007,0.6153730254644006,0.9696998859617512,0.9696998859617512,1.0,label-label,0.713,0.25,0.65,0.1,0.2424249714904378,0.65,0.0713,0.9637249714904378,0.2515499532148869,0.6744662836688251,0.07398376311628804,1,high,,,
158,Miltenberg,,49.703891,9.264444,144,180,0.448,14,25,118846,https://pleiades.stoa.org/places/118846,Miltenberg-Ost,,49.703238,9.257068,-30.0,300.0,precise,10.0,0.5353884642226322,0.5253884642226322,0.974072616479953,0.8279617240079602,0.65,label-label,0.448,0.25,0.65,0.1,0.20699043100199005,0.42250000000000004,0.044800000000000006,0.6742904310019902,0.306975186781761,0.6265846000100705,0.06644021320816842,1,medium,,,
159,Mumrills,,55.991607,-3.747586,140,171,0.693,8,8,89246,https://pleiades.stoa.org/places/89246,Mumrills,,55.996389,-3.736279,-30.0,300.0,precise,100.0,0.8815860391323267,0.7815860391323267,0.9616744434574034,0.9616744434574034,1.0,label-label,0.693,0.25,0.65,0.1,0.24041861086435085,0.65,0.0693,0.9597186108643508,0.25050948074021695,0.6772818539119408,0.0722086653478423,1,high,,,
16,Bainbridge,,54.299999,-2.099999,148,185,0.32,28,32,89317,https://pleiades.stoa.org/places/89317,Virosidum,Bainbridge|Brough by Bainbridge|Brough-by-Bainbridge|Virosidum,54.306875123717795,-2.097911343621413,,,precise,5.0,0.7764962126817503,0.7714962126817503,0.9621597222684076,0.9621597222684076,0.97,label-alt,0.0,0.25,0.65,0.1,0.2405399305671019,0.6305,0.0,0.8710399305671018,0.27615258741409854,0.7238474125859015,0.0,1,high,,,
160,Munningen,,48.916667,10.6,58,85,0.458,15,15,118815,https://pleiades.stoa.org/places/118815,Losodica,Losodica,48.921544,10.602346,-30.0,300.0,precise,10.0,0.5687462465050585,0.5587462465050584,0.9724493254775717,0.34035726391715004,0.15,label-label,0.458,0.25,0.65,0.1,0.08508931597928751,0.0975,0.04580000000000001,0.22838931597928752,0.37256259389561025,0.4269026315085694,0.2005347745958203,1,low,,,
161,Murrhardt,,48.977053,9.582358,144,182,0.502,13,23,118854,https://pleiades.stoa.org/places/118854,Murrhardt,,48.978564,9.581847,-30.0,300.0,precise,10.0,0.1721050981040102,0.1621050981040102,0.9919275041068757,0.9919275041068757,1.0,label-label,0.502,0.25,0.65,0.1,0.24798187602671892,0.65,0.0502,0.948181876026719,0.2615340814843111,0.6855224893390427,0.05294342917664607,1,high,,,
162,Narbonne,Colonia Narbo Martius,43.18333,3.0,39,66,0.562,12,10,246347,https://pleiades.stoa.org/places/246347,Col. Narbo Martius,Col. Iulia Paterna Claudia|Col. Narbo Martius|Narbon|Narbonne|Nárbōn|colonia Narbo Martius|Νάρβων (ἡ),43.1836165,3.004203,-750.0,640.0,precise,10.0,0.3422637292638881,0.3322637292638881,0.9835240514815313,0.9835240514815313,0.97,label-alt,0.562,0.25,0.65,0.1,0.24588101287038283,0.6305,0.05620000000000001,0.9325810128703829,0.26365646466850945,0.6760806742777119,0.060262861053778614,1,high,,,
163,Neckarburken,,49.378059,9.169166,95,122,0.072,51,49,118862,https://pleiades.stoa.org/places/118862,Neckarburken,,49.3767085,9.1702634,-30.0,300.0,precise,20.0,0.16989007280360882,0.14989007280360883,0.9925335101254509,0.9925335101254509,1.0,label-label,0.072,0.25,0.65,0.1,0.24813337753136272,0.65,0.0072,0.9053333775313627,0.2740795641578639,0.7179675643599948,0.00795287148214148,1,high,,,
164,Nether Denton,,54.972457,-2.640561,85,115,0.221,28,35,24547397,https://pleiades.stoa.org/places/24547397,Nether Denton Roman fort,,54.974142989606236,-2.6336520253867097,,,precise,20.0,0.4791391932595311,0.45913919325953106,0.9773045463851271,0.8307088644273581,0.65,label-label,0.0,0.25,0.65,0.1,0.20767721610683954,0.42250000000000004,0.0,0.6301772161068395,0.3295536728380072,0.6704463271619929,0.0,1,medium,,,
165,Neuss,,51.19807,6.68504,55,83,0.168,35,35,109215,https://pleiades.stoa.org/places/109215,Novaesium,Neuss|Novaesium,51.183889,6.721944,-30.0,640.0,precise,10.0,3.01672515311224,3.00672515311224,0.8604186054330708,0.8604186054330708,0.97,label-alt,0.168,0.25,0.65,0.1,0.2151046513582677,0.6305,0.016800000000000002,0.8624046513582677,0.24942427086806962,0.7310953147191134,0.01948041441281698,1,high,,,
166,Newcastle,Pons Aelius,54.988056,-1.619444,145,175,0.5,0,0,89275,https://pleiades.stoa.org/places/89275,Pons Aeli,Newcastle upon Tyne|Pons Aeli|Pons Aelii|Pons Aelius,54.968831,-1.610077,-30.0,640.0,precise,5.0,2.2197207714469673,2.2147207714469674,0.8951750094193154,0.8951750094193154,0.94,alt-alt,0.5,0.25,0.65,0.1,0.22379375235482885,0.611,0.05,0.8847937523548288,0.25293324207954043,0.6905564131458408,0.056510344774618734,1,high,,,
167,Newcastle,Pons Aelius,54.988056,-1.619444,139,170,0.12,46,48,89275,https://pleiades.stoa.org/places/89275,Pons Aeli,Newcastle upon Tyne|Pons Aeli|Pons Aelii|Pons Aelius,54.968831,-1.610077,-30.0,640.0,precise,5.0,2.2197207714469673,2.2147207714469674,0.8951750094193154,0.8951750094193154,0.94,alt-alt,0.12,0.25,0.65,0.1,0.22379375235482885,0.611,0.012,0.8467937523548288,0.26428366025668715,0.7215452384962507,0.014171101247062208,1,high,,,
168,Newstead,,55.598,-2.6919,118,148,0.177,36,38,89304,https://pleiades.stoa.org/places/89304,Trimontium,Newstead|Trimontium,55.59984202419065,-2.691217786987885,,,precise,20.0,0.2092600393223224,0.1892600393223224,0.9905816313376887,0.9905816313376887,0.97,label-alt,0.0,0.25,0.65,0.1,0.24764540783442218,0.6305,0.0,0.8781454078344222,0.28200956883113,0.71799043116887,0.0,1,high,,,
169,Niederbieber,,50.467026,7.471947,178,232,0.617,18,18,109208,https://pleiades.stoa.org/places/109208,Niederbieber,,50.467025,7.471947,-30.0,300.0,precise,10.0,0.00011119507996587456,0.0,1.0,1.0,1.0,label-label,0.617,0.25,0.65,0.1,0.25,0.65,0.061700000000000005,0.9617,0.2599563273370074,0.6758864510762193,0.06415722158677342,1,high,,,
17,Balmuildy,,55.917377,-4.270652,140,173,0.738,7,7,89108,https://pleiades.stoa.org/places/89108,Balmuildy Roman Fort,,55.917308,-4.271934,43.0,410.0,precise,2000.0,0.08025213162687551,0.0,1.0,0.6833333333333333,0.4833333333333333,label-label,0.738,0.25,0.65,0.1,0.17083333333333334,0.31416666666666665,0.0738,0.5588,0.30571462658076837,0.5622166547363397,0.13206871868289194,1,medium,,,
170,Nijmegen,Ulpia Noviomagus,51.833328,5.866666,62,90,0.415,17,17,98921,https://pleiades.stoa.org/places/98921,Batavodurum/(Ulpia) Noviomagus,Batavi|Batavodurum|Nijmegen|Noviomagus|Ulpia Noviomagus,51.84167,5.858672,-30.0,640.0,precise,10.0,1.078002163110345,1.068002163110345,0.9480006338060868,0.9480006338060868,0.97,label-alt,0.415,0.25,0.65,0.1,0.2370001584515217,0.6305,0.0415,0.9090001584515216,0.2607262014731115,0.6936192410285762,0.04565455749831232,1,high,,,
171,Northwich,,53.26667,-2.5,65,90,0.5,0,0,79400,https://pleiades.stoa.org/places/79400,Condate,Condate,53.259423,-2.517363,-30.0,640.0,precise,100.0,1.4081814865035376,1.3081814865035375,0.9366842115317667,0.32783947403611835,0.15,label-label,0.5,0.25,0.65,0.1,0.08195986850902959,0.0975,0.05,0.2294598685090296,0.35718606936186026,0.42491090330317705,0.2179030273349626,1,low,,,
172,Oberflorstadt,,50.333332,8.866666,73,106,0.703,8,9,118887,https://pleiades.stoa.org/places/118887,Oberflorstadt,,50.3250575,8.876639,-30.0,300.0,precise,10.0,1.1609103818542383,1.1509103818542383,0.944078915792652,0.944078915792652,1.0,label-label,0.703,0.25,0.65,0.1,0.236019728948163,0.65,0.0703,0.9563197289481631,0.24680002075012755,0.6796889997395766,0.07351097951029575,1,high,,,
173,Oberstimm,,48.71667,11.449999,60,87,0.503,12,14,118891,https://pleiades.stoa.org/places/118891,Oberstimm,,48.712913,11.455793,-30.0,300.0,precise,10.0,0.596007815735048,0.586007815735048,0.9711247037338914,0.9711247037338914,1.0,label-label,0.503,0.25,0.65,0.1,0.24278117593347284,0.65,0.050300000000000004,0.9430811759334728,0.2574340174833467,0.6892301708351058,0.053335811681547426,1,high,,,
174,Oberwinterthur,,47.299999,8.439999,47,72,0.623,10,8,187624,https://pleiades.stoa.org/places/187624,Vitudurum,Oberwinterthur|Vitudurum,47.4985705,8.731863,-30.0,640.0,precise,10.0,31.14648284787786,31.136482847877858,0.21080449428726333,0.21080449428726333,0.97,label-alt,0.623,0.25,0.65,0.1,0.05270112357181583,0.6305,0.0623,0.7455011235718159,0.07069221213150728,0.8457398386996025,0.08356794916889015,1,medium,,,
175,Öhringen,,49.201698,9.503899,147,181,0.43,19,22,119026,https://pleiades.stoa.org/places/119026,*Vicus Aurelianus,Vicus Aurelianus,49.203802499999995,9.5004755,-30.0,300.0,precise,10.0,0.34150591669245783,0.3315059166924578,0.9835613185320886,0.344246461486231,0.15,label-label,0.43,0.25,0.65,0.1,0.08606161537155775,0.0975,0.043000000000000003,0.22656161537155775,0.379859647586013,0.43034650790294476,0.1897938445110423,1,low,,,
176,Okarben,,50.25,8.75,72,99,0.504,12,14,118777,https://pleiades.stoa.org/places/118777,Karben,,50.240281499999995,8.763929999999998,-30.0,640.0,precise,10.0,1.4659498846339107,1.4559498846339107,0.9297890986181881,0.32542618451636585,0.15,label-label,0.504,0.25,0.65,0.1,0.08135654612909146,0.0975,0.0504,0.22925654612909147,0.3548712021652835,0.4252877470512837,0.2198410507834328,1,low,,,
177,Old Carlisle,,54.807262,-3.151907,160,210,0.5,0,0,89236,https://pleiades.stoa.org/places/89236,‘Maglone’,Maglona|Maglone|Old Carlisle,54.807411499930524,-3.153217550609552,-30.0,640.0,precise,5.0,0.08561575440621913,0.08061575440621913,0.9959773250006331,0.9959773250006331,0.97,label-alt,0.5,0.25,0.65,0.1,0.24899433125015827,0.6305,0.05,0.9294943312501582,0.2678814952160752,0.6783258152333058,0.05379268955061902,1,high,,,
178,Old Kilpatrick,,55.916667,-4.449999,147,171,0.719,4,7,89259,https://pleiades.stoa.org/places/89259,Old Kilpatrick,,55.924016,-4.456676,-30.0,300.0,precise,10.0,0.916978910695157,0.906978910695157,0.9556639489763593,0.9556639489763593,1.0,label-label,0.719,0.25,0.65,0.1,0.23891598724408983,0.65,0.0719,0.9608159872440898,0.24865946280658066,0.6765083102586544,0.074832226934765,1,high,,,
179,Old Penrith,,54.734279,-2.792124,114,148,0.152,44,47,89318,https://pleiades.stoa.org/places/89318,Voreda,Old Penrith|Voreda,54.73848843605398,-2.7883347544612236,43.0,410.0,precise,20.0,0.527506652588306,0.507506652588306,0.9749439150841506,0.9749439150841506,0.97,label-alt,0.152,0.25,0.65,0.1,0.24373597877103764,0.6305,0.0152,0.8894359787710376,0.27403431454146426,0.7088762036264624,0.01708948183207332,1,high,,,
18,Bar Hill,,55.958923,-4.07087,136,168,0.758,6,7,151622036,https://pleiades.stoa.org/places/151622036,Bar Hill Fort Bathhouse,Fort Bathhouse,55.9591362,-4.0725576,43.0,410.0,precise,20.0,0.10768721195422848,0.08768721195422848,0.9956252366801153,0.846281451178098,0.65,label-label,0.758,0.25,0.65,0.1,0.2115703627945245,0.42250000000000004,0.0758,0.7098703627945245,0.29804084503773626,0.5951790948656561,0.10678006009660765,1,medium,,,
180,Osijek,,45.55111,18.69389,149,181,0.441,18,20,197389,https://pleiades.stoa.org/places/197389,Mursa,Mursa|Mursa maior|Mvrsa maior|Osijek,45.560018,18.675749,-30.0,640.0,precise,10.0,1.7251713344899353,1.7151713344899353,0.9178157957464258,0.9178157957464258,0.97,label-alt,0.441,0.25,0.65,0.1,0.22945394893660645,0.6305,0.0441,0.9040539489366064,0.25380559335701336,0.6974141319128417,0.048780274730144846,1,high,,,
181,Osterburken,,49.430561,9.423889,149,185,0.479,17,21,118898,https://pleiades.stoa.org/places/118898,Osterburken,,49.42553033217792,9.427510520716453,-30.0,300.0,precise,20.0,0.6176658498446739,0.5976658498446739,0.9705587984374544,0.9705587984374544,1.0,label-label,0.479,0.25,0.65,0.1,0.2426396996093636,0.65,0.0479,0.9405396996093636,0.25797922162152187,0.69109257192436,0.05092820645411822,1,high,,,
182,Papcastle,,54.670497,-3.380827,170,200,0.5,0,0,89165,https://pleiades.stoa.org/places/89165,Derventio,Deruentio|Derventio|Papcastle,54.670589,-3.38215,-30.0,640.0,precise,5.0,0.08568385898262126,0.08068385898262126,0.9959739334757163,0.9959739334757163,0.97,label-alt,0.5,0.25,0.65,0.1,0.24899348336892907,0.6305,0.05,0.929493483368929,0.2678808273797225,0.6783264340001248,0.05379273862015265,1,high,,,
183,Pen Llystyn,,52.9837,-4.2697,60,90,0.5,0,0,842094503,https://pleiades.stoa.org/places/842094503,Pen Llystyn,,52.9804844,-4.2642154,-30.0,300.0,precise,20.0,0.5125096817840215,0.49250968178402144,0.975675249516428,0.975675249516428,1.0,label-label,0.5,0.25,0.65,0.1,0.243918812379107,0.65,0.05,0.9439188123791071,0.2584107967551998,0.6886185458701716,0.05297065737462858,1,high,,,
184,Penydarren,,51.7581,-3.3705,70,95,0.5,0,0,100271079,https://pleiades.stoa.org/places/100271079,Penydarren Roman fort,,51.7517844,-3.3778152,43.0,410.0,precise,20.0,0.8641246398471352,0.8441246398471351,0.9586720513369743,0.6550925684135991,0.4833333333333333,label-label,0.5,0.25,0.65,0.1,0.16377314210339977,0.31416666666666665,0.05,0.5279398087700664,0.3102117691881195,0.5950804645676864,0.09470776624419414,1,medium,,,
185,Pforzheim,,48.883335,8.699999,90,125,0.5,0,0,118912,https://pleiades.stoa.org/places/118912,*Portus,Portus,48.893378,8.70439,-30.0,300.0,precise,10.0,1.1619636547139587,1.1519636547139587,0.9440291984668393,0.3304102194633937,0.15,label-label,0.5,0.25,0.65,0.1,0.08260255486584843,0.0975,0.05,0.2301025548658484,0.3589814763856332,0.42372410882983574,0.21729441478453115,1,low,,,
186,Pfünz,,48.883931,11.263661,71,106,0.174,42,45,119020,https://pleiades.stoa.org/places/119020,Vetoniana,Vetoniana,48.884011934232454,11.263551301698003,-30.0,300.0,precise,20.0,0.012055291794674895,0.0,1.0,0.35,0.15,label-label,0.174,0.25,0.65,0.1,0.0875,0.0975,0.0174,0.2024,0.4323122529644269,0.48171936758893286,0.0859683794466403,1,low,,,
187,Piercebridge,,54.533332,-1.683333,158,201,0.727,5,13,89274,https://pleiades.stoa.org/places/89274,Piercebridge,,54.53656131659249,-1.6767892769362074,-30.0,640.0,precise,20.0,0.5542323214694366,0.5342323214694366,0.9736419837399235,0.9736419837399235,1.0,label-label,0.727,0.25,0.65,0.1,0.24341049593498087,0.65,0.0727,0.9661104959349809,0.25194891987941137,0.6728008884438669,0.07525019167672173,1,high,,,
188,Pompeii,,40.75,14.483329,55,83,0.557,13,10,433032,,Pompeii,Colonia Cornelia Veneria Pompeianorum|Pompei|Pompeia|Pompeii|Πομπηία,40.74941,14.485429,-750.0,300.0,precise,10.0,0.18867292764490107,0.17867292764490106,0.9911061400690823,0.9911061400690823,1.0,label-label,0.557,0.25,0.65,0.1,0.24777653501727057,0.65,0.055700000000000006,0.9534765350172706,0.2598664213721657,0.68171578022969,0.05841779839814421,1,high,0.791,0.883,16.0
189,Pudding Pan Rock,,51.349998,1.1,162,199,0.72,9,8,79439,https://pleiades.stoa.org/places/79439,*Durovernum,Duroaverus|Durovernum|Dvroavervs,51.279876,1.08386,-30.0,640.0,precise,10.0,7.877498683507529,7.867498683507529,0.6747757036796701,0.23617149628788453,0.15,label-label,0.72,0.25,0.65,0.1,0.05904287407197113,0.0975,0.072,0.22854287407197116,0.2583448480365997,0.4266157953771771,0.31503935658622306,1,low,,,
19,Barburgh Mill,,55.178001,-3.724208,140,160,0.5,0,0,655739578,https://pleiades.stoa.org/places/655739578,Barburgh Mill Roman fortlet,,55.1789963,-3.7263433,1700.0,2100.0,precise,20.0,0.17501557774873278,0.15501557774873279,0.9922791809452621,0.8434373038034729,0.65,label-label,0.0,0.25,0.65,0.1,0.21085932595086823,0.42250000000000004,0.0,0.6333593259508683,0.33292211436896924,0.6670778856310308,0.0,1,medium,,,
190,Regensburg,,49.014999,12.09556,96,130,0.102,47,64,118929,https://pleiades.stoa.org/places/118929,Reginum/Castra Regina,Castra Regina|Regensburg|Reginum,49.019807400000005,12.098512249999999,-30.0,640.0,precise,20.0,0.5763883409960797,0.5563883409960797,0.972563979417105,0.972563979417105,0.97,label-alt,0.102,0.25,0.65,0.1,0.24314099485427626,0.6305,0.0102,0.8838409948542763,0.2750958557815756,0.7133636068826542,0.011540537335770141,1,high,,,
191,Rheingönheim,,49.44514,8.41944,43,71,0.639,10,8,109123,https://pleiades.stoa.org/places/109123,Ludwigshafen,,49.4606205,8.441504,-30.0,640.0,precise,10.0,2.3466474434782065,2.3366474434782067,0.8897343248944276,0.31140701371304963,0.15,label-label,0.639,0.25,0.65,0.1,0.07785175342826241,0.0975,0.0639,0.23925175342826244,0.3253967935980272,0.40752052431345936,0.2670826820885133,1,low,,,
192,Ribchester,Bremetennacum Veteranorum,53.799999,-2.533333,64,91,0.628,9,9,79352,https://pleiades.stoa.org/places/79352,Bremetennacum Veteranorum,Bremetennacum Veteranorum,53.81195539655067,-2.5322888184838943,-30.0,640.0,precise,10.0,1.3312592851014247,1.3212592851014247,0.9360719233647048,0.9360719233647048,0.97,alt-label,0.628,0.25,0.65,0.1,0.2340179808411762,0.6305,0.06280000000000001,0.9273179808411761,0.252360016387148,0.6799177984536322,0.06772218515921985,1,high,,,
193,Rinschheim,,49.514442,9.39361,155,180,0.5,0,0,119043,https://pleiades.stoa.org/places/119043,Walldürn,,49.5802115,9.378551000000002,-30.0,300.0,precise,10.0,7.393503984040585,7.383503984040585,0.6913042838810839,0.24195649935837935,0.15,label-label,0.5,0.25,0.65,0.1,0.060489124839594836,0.0975,0.05,0.20798912483959486,0.2908283059811189,0.468774509605701,0.24039718441318,1,low,,,
194,Rißtissen,,48.27099,9.82587,65,95,0.5,0,0,118933,https://pleiades.stoa.org/places/118933,Risstissen,,48.2676055,9.832115,-30.0,300.0,precise,10.0,0.596054773781617,0.586054773781617,0.9711224236306151,0.33989284827071525,0.15,label-label,0.5,0.25,0.65,0.1,0.08497321206767881,0.0975,0.05,0.2324732120676788,0.3655182948259044,0.4194031610472836,0.2150785441268121,1,low,,,
195,Roecliffe,,54.087303,-1.427329,57,83,0.785,6,3,209534779,https://pleiades.stoa.org/places/209534779,Roecliffe Fort,,54.092747,-1.409909,43.0,410.0,precise,25.0,1.2872986318429676,1.2622986318429676,0.9388355656219066,0.7980102307786208,0.65,label-label,0.785,0.25,0.65,0.1,0.1995025576946552,0.42250000000000004,0.07850000000000001,0.7005025576946553,0.28479918524668274,0.6031384116432665,0.11206240311005071,1,medium,,,
196,Rottenburg am Neckar,,48.466667,8.933333,73,103,0.582,12,11,118985,https://pleiades.stoa.org/places/118985,Sumelocenna,Rottenburg am Neckar|Samulocenis|Samvlocenis|Sumelocenna,48.4776425,8.937121000000001,-30.0,300.0,precise,10.0,1.251963011685925,1.241963011685925,0.9397906412636305,0.9397906412636305,0.97,label-alt,0.582,0.25,0.65,0.1,0.23494766031590764,0.6305,0.0582,0.9236476603159076,0.2543693557731207,0.6826196038696782,0.06301104035720108,1,high,,,
197,Rottweil,Arae Flaviae,48.16783,8.62719,70,98,0.26,24,28,118572,https://pleiades.stoa.org/places/118572,Arae Flaviae,Arae Flaviae|Aris Flavis|Rottweil,48.166686999999996,8.627925,-30.0,300.0,precise,10.0,0.1382919562029917,0.1282919562029917,0.9936059318025258,0.9936059318025258,0.97,label-alt,0.26,0.25,0.65,0.1,0.24840148295063144,0.6305,0.026000000000000002,0.9049014829506314,0.2745066591566006,0.6967609313050469,0.028732409538352453,1,high,,,
198,Rough Castle,,55.997688,-3.854519,133,157,0.428,13,15,89282,https://pleiades.stoa.org/places/89282,Rough Castle,,55.997854493575545,-3.8552533186970517,,,precise,20.0,0.04927248487499156,0.029272484874991556,0.9985374463318434,0.9985374463318434,1.0,label-label,0.0,0.25,0.65,0.1,0.24963436158296085,0.65,0.0,0.8996343615829608,0.27748424498116564,0.7225157550188344,0.0,1,high,,,
199,Rougham,,52.755577,0.69727,145,175,0.5,0,0,79478,https://pleiades.stoa.org/places/79478,Gayton Thorpe,,52.73706,0.582851,-30.0,640.0,precise,10.0,7.972182505413659,7.962182505413659,0.671588736360473,0.23505605772616553,0.15,label-label,0.5,0.25,0.65,0.1,0.05876401443154138,0.0975,0.05,0.2062640144315414,0.2848970752047737,0.47269515367820036,0.24240777111702583,1,low,,,
2,Abergavenny,,51.833332,-3.016666,65,90,0.754,7,0,79484,https://pleiades.stoa.org/places/79484,‘Gobannio’,Abergavenny|Gobannio|Gobannium,51.8234205,-3.0194535,-30.0,640.0,precise,10.0,1.1186336982334872,1.1086336982334872,0.9460766527729351,0.9460766527729351,0.97,label-alt,0.754,0.25,0.65,0.1,0.23651916319323377,0.6305,0.07540000000000001,0.9424191631932337,0.2509702396031795,0.6690228983286518,0.08000686206816869,1,high,,,
20,Barochan Hill,,55.910342,-4.507793,40,80,0.5,0,0,89111,https://pleiades.stoa.org/places/89111,Barochan Hill,,55.884949,-4.537044,-30.0,300.0,precise,100.0,3.361279403413894,3.261279403413894,0.8495368416595508,0.8495368416595508,1.0,label-label,0.5,0.25,0.65,0.1,0.2123842104148877,0.65,0.05,0.9123842104148878,0.23277935763301996,0.7124191679121956,0.05480147445478428,1,high,,,
200,Saalburg,,50.271522,8.566659,90,120,0.241,29,31,109297,https://pleiades.stoa.org/places/109297,Saalburg Roman Fort,Kastell Saalburg|Römerkastell Saalburg|Saalburg|Saalburg castrum,50.2715322203374,8.566651620566516,,,precise,20.0,0.00125163035247623,0.0,1.0,1.0,0.97,label-alt,0.0,0.25,0.65,0.1,0.25,0.6305,0.0,0.8805,0.2839295854628052,0.7160704145371948,0.0,1,high,,,
