samian_id,samian_label,samian_alt_labels,samian_lat,samian_lon,samian_earliest_year,samian_latest_year,samian_q_interval,samian_unc_start_years,samian_unc_end_years,pleiades_id,pleiades_uri,pleiades_label,pleiades_alt_labels,pleiades_lat,pleiades_lon,pleiades_earliest_year,pleiades_latest_year,pleiades_location_precision,pleiades_max_accuracy_m,distance_km,distance_eff_km,geo_score,geo_factor,string_score,string_mode,time_score,w_geo,w_str,w_time,geo_contrib,string_contrib,time_contrib,final_score,geo_rel,string_rel,time_rel,rank,confidence,samian_q_start,samian_q_end,samian_unc_interval_years
201,Schirenhof,,48.786795,9.777356,154,187,0.375,19,27,458048480,https://pleiades.stoa.org/places/458048480,Kastellbad Schirenhof,,48.78584398278197,9.77532102273656,,,precise,20.0,0.18278436855388627,0.16278436855388628,0.9918938153268758,0.8431097430278446,0.65,label-label,0.0,0.25,0.65,0.1,0.21077743575696115,0.42250000000000004,0.0,0.6332774357569612,0.3328358533807814,0.6671641466192186,0.0,1,medium,,,
202,South Shields,,54.99859,-1.4323,152,187,0.505,15,19,89104,https://pleiades.stoa.org/places/89104,Arbeia,Arbeia|South Shields,55.004406544631586,-1.4309707213819414,-30.0,640.0,precise,200.0,0.6523036186446549,0.4523036186446549,0.977638625379836,0.977638625379836,0.97,label-alt,0.505,0.25,0.65,0.1,0.244409656344959,0.6305,0.0505,0.925409656344959,0.2641096887947882,0.6813198843096712,0.054570426895540675,1,high,,,
203,Southwark,,51.5,-0.089161,65,89,0.152,30,33,404424015,https://pleiades.stoa.org/places/404424015,Southwark,Southwark,51.50423891938271,-0.09117030413103772,,,precise,20.0,0.49143754517982174,0.4714375451798217,0.9767037693560038,0.9767037693560038,1.0,label-label,0.0,0.25,0.65,0.1,0.24417594233900095,0.65,0.0,0.894175942339001,0.2730737104157391,0.7269262895842609,0.0,1,high,,,
204,Stamford Bridge,,53.990833,-0.913611,65,90,0.5,0,0,89175,https://pleiades.stoa.org/places/89175,Eburacum,Eboracum|Eburacum|York,53.957672,-1.082304,-30.0,640.0,precise,1860.0,11.632288707393547,9.772288707393548,0.6134758159763031,0.21471653559170606,0.15,label-label,0.5,0.25,0.65,0.1,0.053679133897926515,0.0975,0.05,0.20117913389792652,0.2668225717939616,0.48464270678026267,0.24853472142577573,1,low,,,
205,Stanwix,,54.900001,-2.933332,138,172,0.468,14,21,89307,https://pleiades.stoa.org/places/89307,Uxelodu(nu)m,Axeloduno|Petriana|Stanwix|Uxelodum|Uxelodunum,54.90505136750754,-2.9342740337938924,-30.0,640.0,precise,5.0,0.5647964305979676,0.5597964305979676,0.9723982642775361,0.9723982642775361,0.97,label-alt,0.468,0.25,0.65,0.1,0.24309956606938402,0.6305,0.04680000000000001,0.920399566069384,0.2641239468501206,0.6850285715502716,0.0508474815996078,1,high,,,
206,Stockstadt,,49.976943,9.064167,68,98,0.634,8,11,118976,https://pleiades.stoa.org/places/118976,Stockstadt,,49.97895,9.065304,-30.0,300.0,precise,10.0,0.2375174826517099,0.2275174826517099,0.9886885864601487,0.9886885864601487,1.0,label-label,0.634,0.25,0.65,0.1,0.24717214661503717,0.65,0.0634,0.9605721466150372,0.2573176283385353,0.6766800414633475,0.06600233019811727,1,high,,,
207,Strageath,,56.341598,-3.782971,106,135,0.096,42,53,89293,https://pleiades.stoa.org/places/89293,Strageath,,56.34105,-3.782655,-30.0,300.0,precise,100.0,0.06397133596605956,0.0,1.0,1.0,1.0,label-label,0.096,0.25,0.65,0.1,0.25,0.65,0.009600000000000001,0.9096000000000001,0.2748460861917326,0.7145998240985048,0.010554089709762533,1,high,,,
208,Straubing,,48.816669,12.56667,71,97,0.303,20,25,118968,https://pleiades.stoa.org/places/118968,Sorviodurum,Sorvioduro|Sorviodurum|Sorviodvro,48.8867769,12.5964322,-30.0,640.0,precise,20.0,8.094088069300835,8.074088069300835,0.6678415037291097,0.23374452630518835,0.15,label-label,0.303,0.25,0.65,0.1,0.05843613157629709,0.0975,0.0303,0.1862361315762971,0.3137744060816524,0.5235289155480352,0.16269667837031246,1,low,,,
209,Sulz,,48.366661,8.3,67,91,0.62,6,9,118983,https://pleiades.stoa.org/places/118983,Sulz,,48.362353,8.631848,-30.0,300.0,precise,10.0,24.52053671549759,24.51053671549759,0.2936029790177942,0.2936029790177942,1.0,label-label,0.62,0.25,0.65,0.1,0.07340074475444855,0.65,0.062,0.7854007447544487,0.09345642367247424,0.8276029840068704,0.07894059232065533,1,high,,,
21,Bearsden,,55.916667,-4.349999,138,168,0.846,4,4,89114,https://pleiades.stoa.org/places/89114,Bearsden,,55.919443,-4.333791,-30.0,300.0,precise,10.0,1.0560601764805375,1.0460601764805375,0.9490412553959365,0.9490412553959365,1.0,label-label,0.846,0.25,0.65,0.1,0.23726031384898413,0.65,0.08460000000000001,0.9718603138489842,0.24413005703394905,0.6688203960358469,0.08704954693020407,1,high,,,
210,Tác,Gorsium/Herculia,47.089804,18.420326,155,189,0.423,17,24,197287,https://pleiades.stoa.org/places/197287,Gorsium/Herculia,Gorsium|Herculia|Tác,47.089995558358346,18.42054530874704,-30.0,640.0,precise,20.0,0.027006897474929344,0.007006897474929344,0.9996497164898525,0.9996497164898525,0.97,label-alt,0.423,0.25,0.65,0.1,0.24991242912246311,0.6305,0.042300000000000004,0.9227124291224631,0.270845413191345,0.6833114848139967,0.04584310199465831,1,high,,,
211,Templeborough,,53.416671,-1.383332,67,92,0.682,6,8,79710,https://pleiades.stoa.org/places/79710,Templebrough,Templeborough,53.41934336677471,-1.379914199502954,,,precise,5.0,0.37363148290472875,0.36863148290472875,0.9817372485039312,0.9817372485039312,0.97,label-alt,0.0,0.25,0.65,0.1,0.2454343121259828,0.6305,0.0,0.8759343121259827,0.2801971663038162,0.7198028336961839,0.0,1,high,,,
212,Theilenhofen,,49.083333,11.85,80,100,0.5,0,0,118711,https://pleiades.stoa.org/places/118711,Grossprüfening,,49.01289,12.046385,-30.0,640.0,precise,100.0,16.31573847244013,16.21573847244013,0.44450813460497623,0.15557784711174166,0.15,label-label,0.5,0.25,0.65,0.1,0.038894461777935416,0.0975,0.05,0.1863944617779354,0.2086674754546789,0.5230842111401276,0.2682483134051937,1,low,,,
213,Topsham,,50.68333,-3.45,45,90,0.5,0,0,830662331,https://pleiades.stoa.org/places/830662331,"Park Field, Topsham",,50.6850732,-3.4658063,1700.0,2100.0,precise,20.0,1.1303381716725707,1.1103381716725707,0.9459960280822506,0.6464306191895379,0.4833333333333333,label-label,0.0,0.25,0.65,0.1,0.16160765479738448,0.31416666666666665,0.0,0.47577432146405113,0.3396729237090517,0.6603270762909483,0.0,1,medium,,,
214,Torre Annunziata,,40.75,14.449999,58,85,0.629,11,7,723728396,https://pleiades.stoa.org/places/723728396,Torre di Mercurio,Torre di Mercurio|Tower XI,40.75275425496198,14.4828627058676,,,precise,20.0,2.785188423267308,2.765188423267308,0.8708727396194286,0.5225236437716572,0.4,label-label,0.0,0.25,0.65,0.1,0.1306309109429143,0.26,0.0,0.3906309109429143,0.3344100717160203,0.6655899282839798,0.0,1,low,,,
215,Trier,Colonia Augusta Treverorum,49.75,6.633333,184,224,0.611,13,15,108894,https://pleiades.stoa.org/places/108894,Col. Augusta Treverorum,Col. Augusta Treverorum|Trier,49.75223387300047,6.641692916579501,,,rough,0.0,0.6499493399970266,0.6499493399970266,0.5808149411012525,0.5808149411012525,0.97,label-alt,0.0,0.25,0.65,0.1,0.14520373527531313,0.6305,0.0,0.7757037352753131,0.1871896816685785,0.8128103183314215,0.0,1,high,,,
216,Unknown,,0.0,0.0,70,100,0.5,0,0,354110,https://pleiades.stoa.org/places/354110,Dugial,,26.12117,13.695472,-30.0,640.0,precise,10.0,3254.5324321151506,3254.5224321151504,2.132766571559712e-71,7.464683000458991e-72,0.15,label-label,0.5,0.25,0.65,0.1,1.8661707501147479e-72,0.0975,0.05,0.14750000000000002,1.2652005085523712e-71,0.6610169491525423,0.3389830508474576,1,low,,,
217,Unknown,,51.366664,1.133333,175,200,0.5,0,0,79439,https://pleiades.stoa.org/places/79439,*Durovernum,Duroaverus|Durovernum|Dvroavervs,51.279876,1.08386,-30.0,640.0,precise,10.0,10.244448929960749,10.234448929960749,0.5994621475759613,0.20981175165158644,0.15,label-label,0.5,0.25,0.65,0.1,0.05245293791289661,0.0975,0.05,0.1999529379128966,0.26232641770808157,0.48761474083703094,0.25005884145488766,1,low,,,
219,Urspring,,48.383338,9.716667,103,125,0.04,53,49,118542,https://pleiades.stoa.org/places/118542,Ad Lunam,Ad Lunam|Adlvnam|Castra Ad Lunam|Kastell Urspring|Urspring|Urspring (Kastell),48.54988794765647,9.900656022759128,,,precise,20.0,22.956231680460252,22.936231680460253,0.31764795028948994,0.31764795028948994,0.97,label-alt,0.0,0.25,0.65,0.1,0.07941198757237249,0.6305,0.0,0.7099119875723724,0.11186173633147276,0.8881382636685273,0.0,1,medium,,,
22,Bendorf,,50.433333,7.566667,90,125,0.5,0,0,108804,https://pleiades.stoa.org/places/108804,Bendorf,,50.421092,7.5722295,-30.0,300.0,precise,10.0,1.4170260095687959,1.4070260095687959,0.9320663270384896,0.9320663270384896,1.0,label-label,0.5,0.25,0.65,0.1,0.2330165817596224,0.65,0.05,0.9330165817596224,0.2497453810736834,0.6966650032887225,0.05358961563759404,1,high,,,
220,Valkenburg,Praetorium Agrippinae,52.18333,4.433332,47,74,0.367,17,21,99021,https://pleiades.stoa.org/places/99021,Praetorium Agrippinae,Praetorium Agrippinae|Pretoriu Agrippine|Pretoriv̄ Agrippine|Valkenburg,52.1798775,4.4330035,-30.0,640.0,precise,10.0,0.38455380257346633,0.3745538025734663,0.9814465834505218,0.9814465834505218,0.97,label-alt,0.367,0.25,0.65,0.1,0.24536164586263046,0.6305,0.0367,0.9125616458626303,0.26887131074930715,0.6909122280763818,0.040216461174311206,1,high,,,
221,Vaspuszta,,47.721389,17.908611,170,200,0.5,0,0,197086,https://pleiades.stoa.org/places/197086,Ad Statuas?,,47.736167,17.899833,-30.0,640.0,precise,10.0,1.7695456633443662,1.7595456633443662,0.9157816801463232,0.3205235880512131,0.15,label-label,0.5,0.25,0.65,0.1,0.08013089701280328,0.0975,0.05,0.22763089701280326,0.35202118018406026,0.4283249825901975,0.21965383722574233,1,low,,,
222,Velsen,Flevum,52.46667,4.633333,26,55,0.606,8,12,99058,https://pleiades.stoa.org/places/99058,Velsen,,52.45268,4.6437735,-30.0,300.0,precise,10.0,1.7088989971765776,1.6988989971765776,0.9185628500241906,0.9185628500241906,1.0,label-label,0.606,0.25,0.65,0.1,0.22964071250604765,0.65,0.0606,0.9402407125060477,0.2442360870483691,0.6913123324212779,0.06445158053035298,1,high,,,
223,Verulamium,,51.75,-0.333333,88,119,0.132,45,43,79739,https://pleiades.stoa.org/places/79739,Verulamium,Verulamium,51.75202764213488,-0.35846817129313147,,,precise,5.0,1.7448991598904304,1.7398991598904305,0.9166817175357422,0.9166817175357422,1.0,label-label,0.0,0.25,0.65,0.1,0.22917042938393556,0.65,0.0,0.8791704293839355,0.2606666713580472,0.7393333286419529,0.0,1,high,,,
224,Waddon Hill,,50.8104,-2.78625,33,63,0.8,6,3,723056584,https://pleiades.stoa.org/places/723056584,Waddon Hill,,50.81053079632086,-2.7846169048048246,,,precise,20.0,0.11566389426912793,0.09566389426912793,0.9952282265450864,0.9952282265450864,1.0,label-label,0.0,0.25,0.65,0.1,0.2488070566362716,0.65,0.0,0.8988070566362716,0.2768192069690866,0.7231807930309134,0.0,1,high,,,
225,Walheim,,49.014167,9.15111,73,113,0.105,60,67,119042,https://pleiades.stoa.org/places/119042,Walheim,,49.0106665,9.1544525,-30.0,300.0,precise,10.0,0.4592749017208298,0.4492749017208298,0.9777866861229086,0.9777866861229086,1.0,label-label,0.105,0.25,0.65,0.1,0.24444667153072716,0.65,0.0105,0.9049466715307272,0.2701227367544686,0.7182743695830363,0.0116028936624952,1,high,,,
226,Walldürn,,49.57857,9.386719,163,195,0.482,11,21,119043,https://pleiades.stoa.org/places/119043,Walldürn,,49.5802115,9.378551000000002,-30.0,300.0,precise,10.0,0.6165362622165952,0.6065362622165952,0.9701284310442486,0.9701284310442486,1.0,label-label,0.482,0.25,0.65,0.1,0.24253210776106215,0.65,0.0482,0.9407321077610622,0.2578120867356036,0.6909512226036345,0.05123669066076182,1,high,,,
227,Wallsend,,54.988491,-1.523298,149,184,0.426,20,22,89288,https://pleiades.stoa.org/places/89288,Segedunum,Segedunum|Wallsend,54.98788734922942,-1.532320033290251,-30.0,640.0,precise,200.0,0.5794851735080688,0.3794851735080688,0.9812046194243322,0.9812046194243322,0.97,label-alt,0.426,0.25,0.65,0.1,0.24530115485608306,0.6305,0.0426,0.918401154856083,0.2670958693366655,0.6865191715692057,0.046384959094128736,1,high,,,
228,Watercrook,Alone?/Alauna?,54.309425,-2.748589,74,98,0.565,8,11,89102,https://pleiades.stoa.org/places/89102,Watercrook Roman Fort and Settlement,Alauna|Alone|Watercrook Roman Fort,54.30979,-2.7485995,-30.0,300.0,precise,20.0,0.0405919197443164,0.020591919744316397,0.9989709338648725,0.8101654273644116,0.611,alt-alt,0.565,0.25,0.65,0.1,0.2025413568411029,0.39715,0.056499999999999995,0.6561913568411029,0.3086620308687614,0.6052350367915165,0.08610293233972222,1,medium,,,
229,Weissenburg,,49.030803,10.9624,71,98,0.648,8,8,118600,https://pleiades.stoa.org/places/118600,Biriciana,Biriciana,49.03099305561315,10.962530145853535,-30.0,640.0,precise,20.0,0.023165543584514385,0.0031655435845143846,0.9998417353459462,0.3499446073710812,0.15,label-label,0.648,0.25,0.65,0.1,0.0874861518427703,0.0975,0.06480000000000001,0.2497861518427703,0.35024420368123166,0.3903338887312379,0.2594219075875305,1,low,,,
23,Benwell,,54.975463,-1.660947,153,185,0.452,17,19,89150,https://pleiades.stoa.org/places/89150,Condercum,Benwell|Condercum,54.977094446886554,-1.6642414975564166,-30.0,640.0,precise,200.0,0.27768964504322013,0.07768964504322012,0.9961230525895457,0.9961230525895457,0.97,label-alt,0.452,0.25,0.65,0.1,0.24903076314738642,0.6305,0.045200000000000004,0.9247307631473863,0.2693008311952256,0.6818200768557204,0.048879091949054036,1,high,,,
230,Welzheim,,48.883338,9.649999,151,189,0.489,14,23,119046,https://pleiades.stoa.org/places/119046,Welzheim,,48.8740905,9.637961,-30.0,300.0,precise,10.0,1.3536274202929475,1.3436274202929475,0.935025599415118,0.935025599415118,1.0,label-label,0.489,0.25,0.65,0.1,0.2337563998537795,0.65,0.0489,0.9326563998537796,0.25063506763093835,0.6969340478464588,0.05243088452260282,1,high,,,
231,Wiesbaden,Aquae Mattiacorum,50.083328,8.25,93,123,0.022,77,84,108750,https://pleiades.stoa.org/places/108750,Aquae Mattiacorum,Aquae Mattiacorum|Mattiaci|Wiesbaden,50.084205999999995,8.238584,-30.0,640.0,precise,10.0,0.8203639973156593,0.8103639973156593,0.9602916871725519,0.9602916871725519,0.97,label-alt,0.022,0.25,0.65,0.1,0.24007292179313797,0.6305,0.0022,0.8727729217931379,0.2750691683925081,0.7224101301225283,0.00252070148496362,1,high,,,
232,Wilderspool,,53.369159,-2.586209,74,102,0.611,9,10,79763,https://pleiades.stoa.org/places/79763,Wilderspool,,53.372767,-2.603226,-30.0,640.0,precise,100.0,1.1981168234477082,1.0981168234477081,0.9465742720812156,0.9465742720812156,1.0,label-label,0.611,0.25,0.65,0.1,0.2366435680203039,0.65,0.0611,0.947743568020304,0.24969155793335246,0.6858395265691476,0.06446891549749988,1,high,,,
233,Wimborne,,50.79,-2.014188,39,68,0.718,7,7,79740,https://pleiades.stoa.org/places/79740,Vindocladia,Vindocladia,50.826394,-2.05251,-30.0,640.0,precise,100.0,4.860835515118386,4.760835515118386,0.7881697640183138,0.27585941740640985,0.15,label-label,0.718,0.25,0.65,0.1,0.06896485435160246,0.0975,0.0718,0.23826485435160247,0.2894461902040847,0.40920848467278054,0.3013453251231348,1,low,,,
234,Wössingen,,49.016109,8.601388,150,175,0.5,0,0,119031,https://pleiades.stoa.org/places/119031,Vicus Senot(ensis),Vicus Senot|Vicus Senotensis,48.950261,8.571926,-30.0,300.0,precise,10.0,7.631105462735406,7.6211054627354065,0.6831401292785442,0.23909904524749045,0.15,label-label,0.5,0.25,0.65,0.1,0.059774761311872614,0.0975,0.05,0.2072747613118726,0.28838417631528945,0.4703901207407409,0.2412257029439697,1,low,,,
235,Wroxeter,,52.666671,-2.65,128,161,0.157,41,45,79741,https://pleiades.stoa.org/places/79741,Viroconium,Viroconium|Wroxeter,52.67448765162919,-2.6438183009307314,,,precise,20.0,0.963951445917226,0.943951445917226,0.9538989149728617,0.9538989149728617,0.97,label-alt,0.0,0.25,0.65,0.1,0.23847472874321543,0.6305,0.0,0.8689747287432154,0.2744322945825107,0.7255677054174893,0.0,1,high,,,
236,York,Eburacum,53.96667,-1.083333,64,92,0.28,22,28,89175,https://pleiades.stoa.org/places/89175,Eburacum,Eboracum|Eburacum|York,53.957672,-1.082304,-30.0,640.0,precise,1860.0,1.0027952446977533,0.0,1.0,1.0,0.97,label-alt,0.28,0.25,0.65,0.1,0.25,0.6305,0.028000000000000004,0.9085,0.27517886626307103,0.6940011007154651,0.030820033021463956,1,high,,,
237,Zalalövő,Municipium Aelium Salla,46.848333,16.585281,140,170,0.5,0,0,197482,https://pleiades.stoa.org/places/197482,Sala,Sala,46.846569,16.585295,-30.0,640.0,precise,10.0,0.19615101121247377,0.18615101121247377,0.990735630613927,0.34675747071487445,0.15,label-label,0.5,0.25,0.65,0.1,0.08668936767871861,0.0975,0.05,0.23418936767871862,0.3701678199056698,0.4163297461640487,0.2135024339302814,1,low,,,
238,Zugmantel,,50.189704,8.203443,102,136,0.084,58,62,109472,https://pleiades.stoa.org/places/109472,Zugmantel,,50.1913545,8.202941,-30.0,300.0,precise,10.0,0.18697469930453986,0.17697469930453985,0.9911902998688642,0.9911902998688642,1.0,label-label,0.084,0.25,0.65,0.1,0.24779757496721605,0.65,0.008400000000000001,0.906197574967216,0.27344762534393313,0.7172828729137963,0.0092695017422706,1,high,,,
239,Zurzach,,47.349998,8.18,33,62,0.685,8,8,177639,https://pleiades.stoa.org/places/177639,Tenedo,Bad Zurzach|Tenedo|Tenedone|Wrzacha,47.58774,8.29323,-30.0,640.0,precise,10.0,27.772062016545597,27.762062016545595,0.2495482237691235,0.20724979984025707,0.6305,label-alt,0.685,0.25,0.65,0.1,0.05181244996006427,0.409825,0.0685,0.5301374499600643,0.09773399325772467,0.7730542334461986,0.12921177329607664,1,medium,,,
24,Berlingen,,50.816665,5.3,55,75,0.5,0,0,108806,https://pleiades.stoa.org/places/108806,Bergilers,,50.715456,5.328087,-30.0,640.0,precise,10.0,11.425988799459757,11.415988799459758,0.5650735157248133,0.19777573050368466,0.15,label-label,0.5,0.25,0.65,0.1,0.049443932625921165,0.0975,0.05,0.1969439326259212,0.2510558815733402,0.49506475624813095,0.2538793621785287,1,low,,,
240,Zwammerdam,,52.099998,4.733333,103,138,0.086,55,66,99014,https://pleiades.stoa.org/places/99014,Nigrum Pullum,Nigrum Pullum|Zwammerdam,52.10502512746416,4.715887864474292,,,precise,20.0,1.3161379515809715,1.2961379515809714,0.9372484308452421,0.9372484308452421,0.97,label-alt,0.0,0.25,0.65,0.1,0.23431210771131053,0.6305,0.0,0.8648121077113105,0.2709399019995313,0.7290600980004688,0.0,1,high,,,
25,Bewcastle,,55.066665,-2.683333,152,192,0.724,8,10,89181,https://pleiades.stoa.org/places/89181,Fanum Cocidi,Bewcastle|Fanococidi|Fanocodi|Fanum Cocidii,55.06406625143644,-2.682145604348282,,,precise,5.0,0.2986955045513027,0.2936955045513027,0.9854225202388303,0.9854225202388303,0.97,label-alt,0.0,0.25,0.65,0.1,0.24635563005970756,0.6305,0.0,0.8768556300597075,0.280953467839321,0.719046532160679,0.0,1,high,,,
26,Binchester,Vinovia,54.676732,-1.676772,69,95,0.716,6,6,89316,https://pleiades.stoa.org/places/89316,Vinovia,Binchester|Vinovia,54.676588743328104,-1.676632629034752,,,precise,20.0,0.01827665549330558,0.0,1.0,1.0,0.97,label-alt,0.0,0.25,0.65,0.1,0.25,0.6305,0.0,0.8805,0.2839295854628052,0.7160704145371948,0.0,1,high,,,
27,Birdoswald,Banna,54.991588,-2.60325,129,159,0.324,23,26,89109,https://pleiades.stoa.org/places/89109,Banna,Banna|Birdoswald,54.989464698218995,-2.6024173332862843,-30.0,640.0,precise,20.0,0.24200244567699047,0.22200244567699048,0.9889612567586308,0.9889612567586308,0.97,label-alt,0.324,0.25,0.65,0.1,0.2472403141896577,0.6305,0.032400000000000005,0.9101403141896576,0.27165076673895916,0.6927503267024986,0.03559890655854236,1,high,,,
28,Birrens,Blatobulgium,55.063598,-3.2228,134,166,0.413,18,21,89117,https://pleiades.stoa.org/places/89117,Blatobulgium,Birrens|Blatobulgium,55.06499648243147,-3.2243812490011896,,,precise,20.0,0.1852560414341198,0.16525604143411982,0.9917712410489491,0.9917712410489491,0.97,label-alt,0.0,0.25,0.65,0.1,0.24794281026223727,0.6305,0.0,0.8784428102622373,0.282252649080502,0.7177473509194979,0.0,1,high,,,
29,Bishopton,,54.58333,-1.43333,138,170,0.639,4,14,89200,https://pleiades.stoa.org/places/89200,Holme House,,54.503845,-1.594089,-30.0,300.0,precise,100.0,13.624956191894402,13.524956191894402,0.5085214865614833,0.17798252029651915,0.15,label-label,0.639,0.25,0.65,0.1,0.04449563007412979,0.0975,0.0639,0.2058956300741298,0.21610769523427847,0.4735408904253893,0.3103514143403321,1,low,,,
3,Aislingen,,48.50648,10.45778,45,70,0.526,12,11,118549,https://pleiades.stoa.org/places/118549,Aislingen,,48.509004,10.459194,-30.0,300.0,precise,10.0,0.2993641958545937,0.28936419585459366,0.9856359518055383,0.9856359518055383,1.0,label-label,0.526,0.25,0.65,0.1,0.24640898795138458,0.65,0.05260000000000001,0.9490089879513846,0.2596487399801186,0.6849250199443822,0.05542624007549924,1,high,,,
30,Böbingen,,48.816669,9.916666,153,180,0.879,4,0,118601,https://pleiades.stoa.org/places/118601,Böbingen,,48.815795,9.9242565,-30.0,300.0,precise,10.0,0.5642043286646591,0.5542043286646591,0.9726701898023264,0.9726701898023264,1.0,label-label,0.879,0.25,0.65,0.1,0.2431675474505816,0.65,0.0879,0.9810675474505816,0.24786014794035421,0.6625435747916653,0.08959627726798058,1,high,,,
31,Bothwellhaugh,,55.796554,-4.024915,140,171,0.539,9,17,463220209,https://pleiades.stoa.org/places/463220209,Bothwellhaugh,,55.7974847,-4.0280558,43.0,410.0,precise,20.0,0.2219250647800263,0.2019250647800263,0.9899545428320002,0.9899545428320002,1.0,label-label,0.539,0.25,0.65,0.1,0.24748863570800006,0.65,0.0539,0.9513886357080001,0.2601341096783493,0.6832118606465022,0.05665402967514841,1,high,,,
32,Bowes,,54.515506,-2.010818,96,124,0.08,47,52,301646303,https://pleiades.stoa.org/places/301646303,Bowes Moor,,54.5080356,-2.1095,-30.0,300.0,precise,20.0,6.424121687003283,6.4041216870032835,0.7259994045402546,0.6170994938592165,0.65,label-label,0.08,0.25,0.65,0.1,0.15427487346480412,0.42250000000000004,0.008,0.5847748734648042,0.26381925842798626,0.7225002632152748,0.013680478356738931,1,medium,,,
33,Bowness-on-Solway,,54.95389,-3.21187,145,185,0.463,22,22,89239,https://pleiades.stoa.org/places/89239,Maia,Bowness-on-Solway|Maia|Mais,54.95290333233697,-3.2151477624587503,-30.0,640.0,precise,200.0,0.23630733946963312,0.036307339469633104,0.9981862798084873,0.9981862798084873,0.97,label-alt,0.463,0.25,0.65,0.1,0.24954656995212182,0.6305,0.04630000000000001,0.9263465699521218,0.26938791381828037,0.6806307924609548,0.04998129372076481,1,high,,,
34,Brecon,Cicutio,51.95,-3.383332,66,93,0.502,13,14,79389,https://pleiades.stoa.org/places/79389,‘Cicutio’,Cicutio,51.956478622154016,-3.451705835402657,-30.0,640.0,precise,20.0,4.740714204843939,4.720714204843939,0.7897524711772207,0.7897524711772207,0.97,alt-label,0.502,0.25,0.65,0.1,0.19743811779430517,0.6305,0.0502,0.8781381177943052,0.2248372024781562,0.717996391710772,0.057166405811071776,1,high,,,
35,Bregenz,Brigantium,47.50311,9.7471,91,116,0.027,63,69,187325,https://pleiades.stoa.org/places/187325,Brigantium,BRIGANTIO|Brigantii|Brigantio|Brigantium,47.503041,9.747061,-30.0,640.0,precise,10.0,0.008212746021562335,0.0,1.0,1.0,0.97,alt-label,0.027,0.25,0.65,0.1,0.25,0.6305,0.0027,0.8832,0.28306159420289856,0.7138813405797101,0.0030570652173913045,1,high,,,
36,Broomholm,,55.119319,-2.987909,60,80,0.5,0,0,752369279,https://pleiades.stoa.org/places/752369279,Broomholm,,55.12352,-2.97594,,,precise,5.0,0.8929833244568405,0.8879833244568405,0.9565720500037603,0.9565720500037603,1.0,label-label,0.0,0.25,0.65,0.1,0.23914301250094008,0.65,0.0,0.8891430125009401,0.26895899662787626,0.7310410033721237,0.0,1,high,,,
37,Brough-on-Humber,Petuaria,53.721889,-0.590419,63,91,0.676,7,9,79639,https://pleiades.stoa.org/places/79639,*Petuaria,Petuaria,53.687689,-0.59056,-30.0,640.0,precise,100.0,3.8028830687957464,3.7028830687957464,0.830984485945634,0.830984485945634,0.97,alt-label,0.676,0.25,0.65,0.1,0.2077461214864085,0.6305,0.06760000000000001,0.9058461214864084,0.22933930670864563,0.696034331929808,0.07462636136154643,1,high,,,
38,Brough-under-Stainmore,,54.653861,-2.717554,65,95,0.5,0,0,89312,https://pleiades.stoa.org/places/89312,Verteris,Brough-under-Stainmore|Verteris,54.52137012329703,-2.3238223025264313,,,precise,20.0,29.336602240593276,29.316602240593276,0.23088625045109107,0.23088625045109107,0.97,label-alt,0.0,0.25,0.65,0.1,0.05772156261277277,0.6305,0.0,0.6882215626127727,0.08387061049589602,0.916129389504104,0.0,1,medium,,,
39,Brougham,,54.654,-2.7191,168,200,0.897,4,0,89127,https://pleiades.stoa.org/places/89127,Brocavum,BROCAVVM|Brocauum|Brocavum|Brougham,54.65315712112182,-2.7172354935019487,43.0,410.0,precise,20.0,0.15221686886782873,0.13221686886782874,0.9934109601090438,0.9934109601090438,0.97,label-alt,0.897,0.25,0.65,0.1,0.24835274002726096,0.6305,0.0897,0.9685527400272609,0.2564163310510802,0.6509712625274839,0.09261240642143587,1,high,,,
4,Albertfalva,,47.439217,19.046778,133,166,0.307,26,30,197100,https://pleiades.stoa.org/places/197100,Albertfalva,,47.441047999999995,19.042775499999998,-30.0,300.0,precise,100.0,0.3634076249197831,0.2634076249197831,0.9869159687220652,0.9869159687220652,1.0,label-label,0.307,0.25,0.65,0.1,0.2467289921805163,0.65,0.0307,0.9274289921805163,0.2660354531298635,0.7008622821589374,0.03310226471119904,1,high,,,
40,Buch,,48.93333,10.149999,163,198,0.555,11,18,118614,https://pleiades.stoa.org/places/118614,Buch,,48.9087505,10.1395305,-30.0,300.0,precise,10.0,2.8381336808091078,2.828133680809108,0.8681361827661117,0.8681361827661117,1.0,label-label,0.555,0.25,0.65,0.1,0.21703404569152793,0.65,0.05550000000000001,0.922534045691528,0.23525857577303833,0.7045810428738839,0.06016038135307778,1,high,,,
41,Budapest,,47.49835,19.04045,152,186,0.315,26,30,197181,https://pleiades.stoa.org/places/197181,Buda,,47.498372,19.040872,-30.0,300.0,precise,10.0,0.031796845788818764,0.021796845788818763,0.9989107513729812,0.3496187629805434,0.15,label-label,0.315,0.25,0.65,0.1,0.08740469074513585,0.0975,0.0315,0.21640469074513585,0.4038946218965009,0.4505447625200866,0.14556061558341257,1,low,,,
